Port ID,Port / Facility,Country,Latitude,Longitude,Operator Company ID,Operator,Facility Type,Key Role,Coverage Note,Source ID
PORTG0342,Port of Beaumont,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0343,Port of Benicia,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0344,Port of Coos Bay,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0345,Port of Duluth-Superior,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0346,Port of Galveston,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0347,Port of Grays Harbor,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0348,Port of Gulfport,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0349,Port of Hueneme,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0350,Port of Morehead City,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0351,Port of Olympia,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0352,Port of Panama City Florida,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0353,Port of Pascagoula,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0354,Port of Port Angeles,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0355,Port of Port Arthur,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0356,Port of Providence,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0357,Port of Stockton,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0358,Port Tampa Bay,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0370
PORTG0359,Port of West Sacramento,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0371
PORTG0360,Port of Wilmington NC,United States,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0371
PORTG0361,Port of San Antonio,Chile,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0371
PORTG0362,Port of Santa Marta,Colombia,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0371
PORTG0363,Port of San Vicente / Talcahuano,Chile,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0371
PORTG0364,Port of Squamish,Canada,,,COMP_SSA_MARINE,SSA Marine,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0371
PORTG0365,JadeWeserPort Wilhelmshaven,Germany,,,COMP_EUROGATE,EUROGATE,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0372
PORTG0366,Port of La Spezia,Italy,,,COMP_EUROGATE,EUROGATE,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0373
PORTG0367,Port of Ravenna,Italy,,,COMP_EUROGATE,EUROGATE,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0373
PORTG0368,Port of Salerno,Italy,,,COMP_EUROGATE,EUROGATE,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0373
PORTG0369,Port of Damietta,Egypt,,,COMP_EUROGATE,EUROGATE,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0373
PORTG0370,Port of Muuga / Tallinn,Estonia,,,COMP_HHLA,HHLA,Port / terminal,Parent port for canonical terminal network,Operator-network expansion v1.16,SRC_0374
PORTG0371,Port Rashid,United Arab Emirates,,,COMP_DPW,DP World,Port / cruise and maritime gateway,Dubai commercial port and maritime gateway; reference point for offshore incident reporting,Added during Hercules Star incident-resolution test.,SRC_0411
