Company ID,Company,Entity Type,HQ City,HQ Country,Ownership,Business Segments,Senior Leader,Title,Scale / Network Notes,Status,Source ID,As Of
COMP_CSX,CSX Transportation,Class I railway,Jacksonville,United States,CSX Corporation,Freight rail; intermodal,,,Eastern US / SMX partner,Active,SRC_0392,2026-09-08
COMP_NORFOLK_SOUTHERN,Norfolk Southern Railway,Class I railway,Atlanta,United States,Norfolk Southern Corporation,Freight rail; intermodal; ports,,,"19,200 route miles; 43 ports",Active,SRC_0396,2026-09-08
COMP_ACTA,Alameda Corridor Transportation Authority,Rail corridor authority,Los Angeles,United States,Joint powers authority,Port rail infrastructure,,,LA/LB corridor,Active,SRC_0393,2026-09-08
COMP_TRANSNET_FREIGHT_RAIL,Transnet Freight Rail,National freight railway division,Johannesburg,South Africa,Transnet SOC Ltd,Freight rail; export corridors,,,Durban/Richards Bay,Active,SRC_0398,2026-09-08
COMP_ONCF,ONCF,National railway operator,Rabat,Morocco,State-owned,Freight; passenger; intermodal,,,Tanger Med rail access,Active,SRC_0400,2026-09-08
COMP_METRANS,METRANS,Intermodal rail operator,Prague,Czech Republic,Wholly owned by HHLA,Intermodal rail; terminals,,,"20 terminals; 190+ locos; 4,000+ railcars",Active,SRC_0401,2026-09-08
COMP_CONCOR,Container Corporation of India (CONCOR),Intermodal rail / terminal operator,New Delhi,India,Government of India enterprise,Container rail; inland terminals,,,193 listed rail-terminal locations,Active,SRC_0405,2026-09-08
COMP_DFCCIL,Dedicated Freight Corridor Corporation of India Ltd. (DFCCIL),Freight rail infrastructure company,New Delhi,India,Government / Ministry of Railways,Dedicated freight rail,,,Western/Eastern DFC,Active,SRC_0406,2026-09-08
COMP_INDIAN_RAILWAYS,Indian Railways,National railway system,New Delhi,India,Government of India,Rail infrastructure; freight; passenger,,,National rail system,Active,SRC_0406,2026-09-08
COMP_HAMBURG_PORT_AUTHORITY,Hamburg Port Authority,Port infrastructure authority,Hamburg,Germany,Public authority,Port infrastructure; port railway,,,Hamburg Port Railway,Active,SRC_0403,2026-09-08
