Vessel ID,Vessel Name,IMO,MMSI,USCG Official Number,Canadian Official Number,National Registry Number,Call Sign,Radio / Other Identifier,Flag,Identifier Status,Verified As Of,Source ID,Notes
VESSEL_00325,American Courage,7634226,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Regulator identity seed; current individual operating status requires Mainstay/ASC refresh.
VESSEL_00326,American Integrity,7514696,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Regulator identity seed; current individual operating status requires Mainstay/ASC refresh.
VESSEL_00327,American Mariner,7812567,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Regulator identity seed; current individual operating status requires Mainstay/ASC refresh.
VESSEL_00328,American Spirit,7423392,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Regulator identity seed; current individual operating status requires Mainstay/ASC refresh.
VESSEL_00329,Burns Harbor,7514713,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Regulator identity seed; current individual operating status requires Mainstay/ASC refresh.
VESSEL_00330,H. Lee White,7366362,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Regulator identity seed; current individual operating status requires Mainstay/ASC refresh.
VESSEL_00331,Indiana Harbor,7514701,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Regulator identity seed; current individual operating status requires Mainstay/ASC refresh.
VESSEL_00332,John J Boland,7318901,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Regulator identity seed; current individual operating status requires Mainstay/ASC refresh.
VESSEL_00333,Sam Laud,7390210,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Regulator identity seed; current individual operating status requires Mainstay/ASC refresh.
VESSEL_00334,Walter J. McCarthy Jr.,7514684,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Regulator identity seed; current individual operating status requires Mainstay/ASC refresh.
VESSEL_00335,Calumet,7329314,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Government identity seed; current operating status requires refresh.
VESSEL_00336,Defiance,8109761,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Government identity seed; current operating status requires refresh.
VESSEL_00337,Manitowoc,7366398,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Government identity seed; current operating status requires refresh.
VESSEL_00338,Menominee,5336351,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Government identity seed; current operating status requires refresh.
VESSEL_00339,Victory,8003292,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Government identity seed; current operating status requires refresh.
VESSEL_00340,Olive L Moore,,,,2800309,,,,United States,IMO pending,2026-09-07,SRC_0167,"Michigan regulator report shows numeric identifier 2800309, but it fails the IMO checksum. Preserved in the national/official identifier field rather than treated as IMO."
VESSEL_00341,Ashtabula,,,,646730,,,,United States,IMO pending,2026-09-07,SRC_0167,"Michigan regulator report shows numeric identifier 646730, which is not a valid seven-digit IMO. Preserved as a national/official identifier pending reconciliation."
VESSEL_00342,Cuyahoga,5166392,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,Government identity seed; current operating status requires Lower Lakes refresh.
VESSEL_00343,Kaministiqua,8119285,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,Government identity seed; current operating status requires Lower Lakes refresh.
VESSEL_00344,Manitoulin,8810918,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,Government identity seed; current operating status requires Lower Lakes refresh.
VESSEL_00345,Michipicoten,5102865,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,Government identity seed; current operating status requires Lower Lakes refresh.
VESSEL_00346,Robert S. Pierson,7366403,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,Government identity seed; current operating status requires Lower Lakes refresh.
VESSEL_00347,Saginaw,5173876,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,Government identity seed; current operating status requires Lower Lakes refresh.
VESSEL_00348,Arthur M. Anderson,5025691,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Michigan regulator identifies Key Lakes as operator; CN confirms the current integrated Great Lakes Fleet role. Current individual vessel activity still requires refresh.
VESSEL_00349,Cason J. Callaway,5065392,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Michigan regulator identifies Key Lakes as operator; CN confirms the current integrated Great Lakes Fleet role. Current individual vessel activity still requires refresh.
VESSEL_00350,Edgar B. Speer,7625952,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Michigan regulator identifies Key Lakes as operator; CN confirms the current integrated Great Lakes Fleet role. Current individual vessel activity still requires refresh.
VESSEL_00351,Edwin H. Gott,7606061,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Michigan regulator identifies Key Lakes as operator; CN confirms the current integrated Great Lakes Fleet role. Current individual vessel activity still requires refresh.
VESSEL_00352,Great Republic,7914236,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Michigan regulator identifies Key Lakes as operator; CN confirms the current integrated Great Lakes Fleet role. Current individual vessel activity still requires refresh.
VESSEL_00353,John G. Munson,5173670,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Michigan regulator identifies Key Lakes as operator; CN confirms the current integrated Great Lakes Fleet role. Current individual vessel activity still requires refresh.
VESSEL_00354,Philip R. Clarke,5277062,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Michigan regulator identifies Key Lakes as operator; CN confirms the current integrated Great Lakes Fleet role. Current individual vessel activity still requires refresh.
VESSEL_00355,Presque Isle,7303877,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Michigan regulator identifies Key Lakes as operator; CN confirms the current integrated Great Lakes Fleet role. Current individual vessel activity still requires refresh.
VESSEL_00356,Roger Blough,7222138,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Michigan regulator identifies Key Lakes as operator; CN confirms the current integrated Great Lakes Fleet role. Current individual vessel activity still requires refresh.
VESSEL_00357,Badger,5033583,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Great Lakes passenger-vessel identity; bridges the ferry and regional-system layers.
VESSEL_00358,Florence Spirit,9314600,,,839979,,,,Canada,IMO populated,2026-09-07,SRC_0177,McKeil official profile provides IMO 9314600 and Canadian Official Number 839979.
VESSEL_00359,Baynes Sound Connector,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0319,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00360,Coastal Celebration,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00361,Coastal Inspiration,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00362,Coastal Renaissance,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00363,Island Aurora,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0321,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00364,Island Discovery,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0321,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00365,Island Gwawis,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0321,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00366,Island Kwigwis,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0321,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00367,Island K’ulut’a,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0321,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00368,Island Nagalis,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0321,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00369,Island sarlequun,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0321,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00370,Island xwsaĺux̌ul,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0321,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00371,Kahloke,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0319,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00372,Klitsa,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0319,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00373,Pune’luxutth,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00374,Kwuna,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00375,Malaspina Sky,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00376,Northern Adventure,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00377,Northern Expedition,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00378,Northern Sea Wolf,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00379,Quadra Queen II,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0319,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00380,Queen of Alberni,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00381,Queen of Capilano,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00382,Queen of Coquitlam,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00383,Queen of Cowichan,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00384,Queen of Cumberland,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00385,Queen of New Westminster,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00386,Queen of Oak Bay,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00387,Queen of Surrey,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00388,Quinitsa,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00389,Quinsam,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00390,Salish Eagle,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00391,Salish Heron,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00392,Salish Orca,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00393,Salish Raven,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00394,Skeena Queen,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00395,Spirit of British Columbia,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00396,Spirit of Vancouver Island,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0320,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00397,Tachek,,,,,,,,Canada,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0319,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00398,Puyallup,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00399,Tacoma,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00400,Wenatchee,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00401,Spokane,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00402,Walla Walla,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00403,Kaleetan,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00404,Yakima,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00405,Chimacum,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00406,Samish,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00407,Suquamish,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00408,Tokitae,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00409,Cathlamet,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00410,Chelan,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00411,Issaquah,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00412,Kitsap,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00413,Kittitas,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00414,Sealth,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00415,Tillikum,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00416,Chetzemoka,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00417,Kennewick,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00418,Salish,,,,,,,,United States,Canonical ferry identity; national official number / IMO unresolved,2026-09-08,SRC_0323,Identity established by operator fleet source; identifiers are not inferred.
VESSEL_00419,STENA ESTRID,9807293,,,,,,,Cyprus,IMO/MMSI populated where verified; unresolved fields intentionally blank,2026-09-08,SRC_0340,v1.16 news/entity reconciliation: canonical identifier row created so news-linked vessels resolve consistently even when national identifiers remain unverified.
VESSEL_00420,NEREIDA,9163269,,,,,,,,IMO/MMSI populated where verified; unresolved fields intentionally blank,2026-09-08,SRC_0349,v1.16 news/entity reconciliation: canonical identifier row created so news-linked vessels resolve consistently even when national identifiers remain unverified.
VESSEL_00421,SPAN ASIA 39,9385568,548582800,,,,DUA3860,,Philippines,IMO/MMSI populated where verified; unresolved fields intentionally blank,2026-09-08,SRC_0353,v1.16 news/entity reconciliation: canonical identifier row created so news-linked vessels resolve consistently even when national identifiers remain unverified.
VESSEL_00422,SMF IXORA,,,,,,,,Malaysia,IMO/MMSI populated where verified; unresolved fields intentionally blank,2026-09-08,SRC_0355,v1.16 news/entity reconciliation: canonical identifier row created so news-linked vessels resolve consistently even when national identifiers remain unverified.
VESSEL_00423,ALPHA CRUX,9024621,273252010,,,,UBLZ7,,Russia,IMO/MMSI populated where verified; unresolved fields intentionally blank,2026-09-08,SRC_0356,v1.16 news/entity reconciliation: canonical identifier row created so news-linked vessels resolve consistently even when national identifiers remain unverified.
VESSEL_00424,VALENTIN PIKUL,,,,,,,,,IMO/MMSI populated where verified; unresolved fields intentionally blank,2026-09-08,SRC_0343,v1.16 news/entity reconciliation: canonical identifier row created so news-linked vessels resolve consistently even when national identifiers remain unverified.
VESSEL_00425,CONQUISTA II,,,,,,,,Ecuador,IMO/MMSI populated where verified; unresolved fields intentionally blank,2026-09-08,SRC_0346,v1.16 news/entity reconciliation: canonical identifier row created so news-linked vessels resolve consistently even when national identifiers remain unverified.
VESSEL_00426,OM2,,,,,,,,Ecuador,IMO/MMSI populated where verified; unresolved fields intentionally blank,2026-09-08,SRC_0346,v1.16 news/entity reconciliation: canonical identifier row created so news-linked vessels resolve consistently even when national identifiers remain unverified.
